,verse,citation count,verse texts,filter row
719,Luke 2:29,4,"['Nyní propouštíš služebníka svého, Pane, podlé slova svého, v pokoji.', 'Nyní propouštíš služebníka svého Pane, podlé slova svého v pokoji:', '„Nyní propouštíš Pane služebníka svého podle slova svého v pokoji,']",low
720,Num 9:14,1,"['Jestliže by s vámi bydlil příchozí, a slavil by Fáze Hospodinu, vedlé ustanovení Fáze, a vedlé řádu jeho bude je slaviti. Ustanovení jednostejné bude vám, tak příchozímu, jako obyvateli v zemi.']",low
721,Eccl 3:4,1,"['Čas pláče a čas smíchu. Čas kvílení a čas skákání,']",low
722,2Cor 10:9,4,"['Aby se pak někdo nedomníval, jako bych strašil vás skrze listy:', 'Aby se (však) nezdálo, že vás straším skrze listy - říkají totiž:']",low
723,Luke 4:33,4,"['Byl pak v synagoze člověk, který měl ducha nečistého; a ten vykřikl hlasem velikým']",low
724,Mark 1:23,4,"['Byl pak v synagoze jejich člověk, který měl ducha nečistého; ten zvolal:']",low
725,Luke 4:34,1,"['„Hej, co je ti po nás, Ježíši Nazaretský? Přišel jsi nás zhubit? Vím, kdo jsi: Svatý Boží.“']",low
726,2Tim 3:8,4,"['Jako se Jannes a Jambres postavili proti Mojžíšovi, tak se i tito stavějí proti pravdě; jsou to lidé zkažení v mysli, neosvědčení ve věcech víry. ']",low
727,Ps 23:8,1,"['„Kdo je ten král slávy?"" „Hospodin silný a mocný, Hospodin mocný v boji.""']",low
728,Rom 4:7,7,"['„Blahoslavení jsou ti, jimž nepravosti jsou odpuštěny, a jichž hříchy jsou zakryty. ']",low
729,Ps 23:1,4,"['Žalm Davidův. Hospodin jest můj pastýř, nebudu míti nedostatku.']",low
730,Ps 23:2,2,"['Na pastvách zelených pase mne, k vodám tichým mne přivodí.']",low
731,Amos 9:7,1,"['Zdali nejste vy mně jako Etiopané, synové Israelovi? dí Hospodin. Zdali jsem nevyvedl Israele ze země Egyptské, (jako) Filišťany z Kaftoru a Aramce z Kiru?']",low
732,1Pet 1:6,1,"['ve kterém budete plesati, nyní na krátko, třeba-li, se zarmoutivše v rozličných pokušeních,']",low
733,Judg 12:3,2,"['Vida to, vydal jsem v nebezpečí život svůj, táhl jsem proti synům Ammonovým a Hospodin je vydal do rukou mých. Čím jsem si toho zasloužil, že se pozdvihujete k boji proti mně?""']",low
734,Gen 15:5,1,"['I vyvedl jej ven, a řekl jemu: Vzhledniž k Nebi, a zečti hvězdy, můžeš-li. A řekl jemu: Tak bude semeno tvé.']",low
735,Luke 1:28,2,"['A vešed k ní anděl, řekl: „Zdráva buď, milostiplná, Pán s tebou, požehnaná?s ty mezi ženami.“', 'A vyšed k ní Anjel, řekl: Zdráva buď milosti plná, Pán s tebou: požehnaná ty mezi ženami.']",low
736,Luke 2:11,9,"['Narodilť se vám dnes Spasitel, to jest Kristus Pán, v městě Davidově.', 'nebo narodil se vám dnes Spasitel, jenž jest Kristus Pán, v městě Davidově.', 'Nebo narodil se vám dnes spasitel, kterýž jest Kristus Pán, v městě Davidově.']",low
737,Gen 3:15,7,"['Nepřátelství položím mezi tebou a ženou, a mezi semenem tvým a semenem jejím: ona-ť potře hlavu tvou, a ty ouklady činiti budeš patě její.', 'Nepřátelství ustanovuji mezi tebou a ženou, mezi potomstvem tvým a potomstvem jejím; ona rozdrtí hlavu tvou, kdežto ty budeš úklady činiti její patě.']",low
738,Deut 32:10,5,"['Nalezl jej v zemi pusté, a na poušti veliké a hrozné; vůkol vedl jej, vyučil jej, a ostříhal ho, jako zřítedlnice oka svého.']",low
739,Heb 10:37,3,"['Nebo ještě velmi, velmi maličko, a aj, ten, kterýž přijíti má, přijde, a nebudeť meškati,']",low
740,Ezek 34:3,2,"['Mléko jste jídali, vlnou jste se odívali, co tučného bylo, zabíjeli jste, ale stáda mého jste nepásli.', 'Mléko ste jídali, a vlnami se odívali, a což tučného bylo zabijeli ste: stáda pak mého ste nepásli.']",low
741,1Cor 10:26,1,['neboť „Hospodinova jest země i plnost její.“'],low
742,John 20:29,4,"['Řekl mu Ježíš: „Že jsi mě uviděl, uvěřil jsi; blahoslaveni, kteří neviděli a uvěřili.“']",low
743,Luke 14:9,1,"['a přijda ten, jenž pozval tebe i jeho, neřekl tobě: ,Postup tomuto místo‘; a tehda počal bys s hanbou seděti na místě posledním.']",low
744,Luke 24:32,2,"['I řekli vespolek: Zdaliž srdce naše nehořelo v nás, když mluvil na cestě, a otvíral nám Písma?']",low
745,Luke 11:1,1,"['I stalo se, když se na jednom místě modlil, když přestal, řekl jemu jeden z učedlníků jeho: Pane, nauč nás modliti se, jako i Jan učil učedlníky své.']",low
746,1Cor 1:20,1,['Kde jest moudrý? A kde učený? A kde chytrák tohoto světa? Zdaliž Bůh neobrátil moudrosti tohoto světa v bláznovství?'],low
747,Eph 5:16,3,"['vykupujíce čas, neboť dnové jsou zlí.', 'ale jako moudří: vykupujíce čas, nebo dnové zlí jsou.']",low
748,Eph 5:17,1,"['Proto nebuďte nerozumní, nýbrž srozumějte, která jest vůle Boží.']",low
749,Mark 12:34,3,"['A viděv Ježíš, že by moudře odpověděl, dí jemu: Nejsi daleko od království Božího. A žádný více nesměl se ho tázati.']",low
750,Mark 10:24,2,"['učedlníci pak užasli na slovy jeho. Ale Ježíš zase odpověděv, dí jim: Synáčkové, kterak nesnadné jest, doufajícím v peníze, do Království Božího vjíti!']",low
751,Rom 11:8,1,"['(Jakož psáno jest: Dal jim Bůh ducha zkormoucení, oči aby neviděli, a uši, aby neslyšeli), až do dnešního dne.']",low
752,Job 19:19,1,"['V ohavnosti mne měli někdejší rádcové moji: a kterého sem nejvíce miloval, v ošklivosti měl mne.']",low
753,John 19:17,2,"['A nesa sobě kříž vyšel na místo, které slove lebčí, hebrejsky Golgota.', 'A nesa kříž svůj, šel na místo, kteréž slove popravné, a Židovsky Golgota.']",low
754,Luke 23:30,1,"['Tehdyť počnou říci k horám: Padněte na nás, a pahrbkům: Přikrejte nás.']",low
755,Song 3:11,1,"['Vyjděte a pohleďte, dcery Sionské, na krále Šalomouna v koruně, kterouž ho korunovala matka jeho v den oddávání jeho a v den veselí srdce jeho.']",low
756,Gal 3:28,1,"['Tu není žida ani pohana, není otroka ani svobodníka, není muže ani ženy, neboť všichni jste jeden v Kristu Ježíši.']",low
757,2Cor 11:22,1,['Hebreji-li jsou? Já také. Israelity jsou? Já také. Potomstvem Abrahámovým jsou? Já také.'],low
758,Rom 9:3,1,"['Vždyť bych si přál, abych já sám byl zavržen od Krista pro své bratry, mé příbuzné podle těla, ']",low
759,1Cor 7:23,1,['Za cenu velikou jste koupeni; nebuďte otroky lidí.'],low
760,1Pet 1:19,1,"['nýbrž drahou krví Krista jakožto Beránka neúhonného a neposkvrněného,']",low
761,Lam 1:12,1,"['Lamed – „Ó vy všichni, kteří (kolem) jdete cestou, pohleďte a vizte, je-li bolest jako bolest má, neboť jak vinici obral mne Hospodin – tak byl vyhrožoval – v den svého horoucího hněvu.']",low
762,John 17:3,2,"['To pak jest život věčný, aby poznali tebe, jediného pravého Boha, a toho, jehož jsi poslal, Ježíše Krista.']",low
763,1Tim 5:18,9,['Nebo praví Písmo: Nezavážeš ust volu mlátícímu. A: Hoden jest dělník své mzdy.'],low
764,Matt 13:35,1,"['aby se naplnilo, co bylo pověděno skrze proroka slovy: „Otevru v podobenstvích ústa svá, vypravovati budu věci skryté od ustanovení světa.“']",low
765,Mark 12:33,2,"['A aby byl milován z celého srdce, a ze všeho rozumu, a ze vší duše, a ze vší moci: a milovati bližního jako sebe samého, větší-ť  jest nadevšecky zápalné i jiné oběti.']",low
766,Rev 5:2,1,"['A viděl jsem anděla silného, volajícího hlasem velikým: Kdo jest hoden otevříti tu knihu, a zrušiti pečeti její?']",low
767,1Tim 1:9,1,"['jsa si toho vědom, že zákon není určen spravedlivým, ale protizákonným a nepoddajným, bezbožným a hříšníkům, jimž nic není svatého, ale všecko světské, kteří se dopouštějí násilí na otcích a matkách, vrahům, ']",low
768,Matt 25:30,3,['A služebníka neužitečného uvrzte do tmy vnější; tam bude pláč a skřípění zubů.‘“'],low
769,Mark 13:30,2,"['Amen pravím vám, žeť nepomine pokolení toto, až se tyto všecky věci stanou.', 'Vpravdě pravím vám: Nepomine pokolení toto, až všecky tyto věci se stanou.']",low
770,Deut 18:3,6,"['Od lidu, od těch, kteří přinášejí oběti, bude právem příslušeti kněžím toto: dají knězi plece a žaludek – buď že obětují býka neb ovci – ']",low
771,2Chr 9:3,5,"['Když uzřela moudrost Šalomounovu, dům, který byl vystavěl,']",low
772,Titus 2:12,3,"['učící nás, abychom odřeknouce se bezbožnosti a světských žádostí, střízlivě, a spravedlivě, a pobožně živi byli na tomto světě,', 'učíc nás, abychom odřeknouce se bezbožnosti a světských žádostí, střízlivě a spravedlivě a pobožně byli živi na tomto světě,']",low
773,Titus 2:14,1,"['jenž dal sebe sama za nás, aby nás vykoupil od všeliké nepravosti a očistil si lid příjemný, jenž by byl horlitelem dobrých skutků.']",low
774,Ps 112:6,1,"['Nebo nepohne se na věky, v paměti věčné bude spravedlivý.']",low
775,John 16:11,2,"['ze soudu pak, že kníže tohoto světa již jest odsouzen.']",low
776,Col 3:2,1,"['o to pečujte, co svrchu jest, ne o to, co jest na zemi.']",low
777,Mark 14:38,13,"['Bděte a modlete se, abyste nevešli v pokušení; duch zajisté hotov jest, ale tělo slabo.“']",low
778,Matt 26:41,7,"['Bděte a modlete se, abyste nevešli v pokušení; duch zajisté hotov jest, ale tělo slabo.“']",low
779,John 13:31,1,"['Když pak on vyšel, dí Ježíš: Nyníť oslaven jest Syn člověka, a Bůh oslaven jest v něm.']",low
780,Matt 5:24,4,"['zanechej tam daru svého před oltářem a jdi prve, smiř se s bratrem svým a potom přijda, obětuj dar svůj.']",low
781,2Cor 5:10,3,"['Všickni my zajisté ukázati se musíme před soudnou stolicí Kristovou, aby přijal jeden každý to, což skrze tělo působil, podlé toho, jakž práce čí byla, buď v dobrém, neb ve zlém.', 'Všickni my zajisté musíme se ukázati před soudnou stolicí Kristovou, aby přijal jedenkaždý vlastní věci těla, jakž činil, buďto dobré, neb zlé.']",low
782,Gen 28:16,1,"['Procítiv pak Jákob ze sna svého, řekl: V pravdě Hospodin jest na místě tomto, a já jsem nevěděl.']",low
783,Col 3:19,1,"['Muží milújte manželky své, a nemějte se přísně k nim.']",low
784,John 4:52,1,"['Vyptal se jich na hodinu, kdy se mu začalo dařiti lépe. Odpověděli mu: „Včera o jedné hodině odpoledne mu pominula horečka.“']",low
785,Luke 6:37,6,"['Nesuďte, a nebudete souzeni: nepotupůjte, a nebudete potupeni: Odpouštějte, a bude-ť vám odpuštěno:', 'Nesuďte, a nebudete souzeni. Nepotupujte, a nebudete potupeni. Odpouštějte, a budeť vám odpuštěno.']",low
786,Mark 10:46,1,"['Tedy přišli do Jericho, a když vycházel on z Jericha, i učedlníci jeho a zástup mnohý, Timeův syn, Bartimeus slepý, seděl podlé cesty, žebře.']",low
787,Luke 18:38,2,"['I vykřikl: „Ježíši, snu Davidův, smiluj se nade mnou!“']",low
788,Sir 10:27,2,"['Veliký, a soudce, a mocný jest ve cti: a není větší nad toho, který-ž se bojí Boha.', 'Velmož, soudce a vladař jest ve cti; ale není větší než ten, kdo se bojí Boha.']",low
789,Matt 2:14,1,"['Kterýžto vstav, vzal dítě i matku jeho v noci, a odšel do Egipta,']",low
790,Matt 25:34,3,"['Tedy dí Král těm, kteříž na pravici jeho budou: Poďtež požehnaní Otce mého, dědičně vládněte královstvím, vám připraveným od ustanovení světa.', 'Tehdy král řekne těm, kteří budou na pravici jeho: ,Pojďte požehnaní Otce mého, vládněte královstvím připraveným vám od ustanovení světa;']",low
791,Luke 2:36,2,"['Byla také Anna prorokyně, dcera Fanuelova z pokolení Asser. Ta se byla zstarala ve dnech mnohých, a živa byla s mužem sedm let od panenství svého.', 'Byla tam také prorokyně Anna, dcera Fanuelova z kmene Aserova; byla velmi pokročilého věku, prožila s mužem sedm let od panenství']",low
792,Luke 11:24,7,"['Když nečistý duch vyjde z člověka, prochází místa bez vody a hledá odpočinek; poněvadž ho nenajde, řekne si: »Vrátím se do svého domu, odkud jsem vyšel.«']",low
793,Luke 9:4,2,"['Do kterého domu vejdete, tam zůstaňte a tamodtud vycházejte. ', 'A do kteréhožkoli domu vejdete, tu zůstaňte, a odtud nevycházejte.']",low
794,Luke 17:14,1,"['Kteréžto on uzřev, řekl jim: Jdouce, ukažte se kněžím. I stalo se, když šli, že očištěni jsou.']",low
795,Rom 13:12,6,"['Noc pominula, ale den se přiblížil. Odvrzmež tedy skutky temnosti, a oblecme se v odění světla.', 'Noc pokročila, den pak se přiblížil.Odložme tedy skutky temnosti a oblecme se v odění světla, ', 'Noc předešla, den pak se přiblížil. Odvrzmež tedy skutky temností, a oblečme se v odění světla.']",low
796,Rom 13:13,3,"['jako ve dne počestně choďme: ne v hodování a opilství, ne v smilstvu a nestydatostech, ne ve sváru a závisti, ']",low
797,Isa 1:2,1,"['Slyšte nebesa, pozoruj země, neb Hospodin mluví: „Syny jsem vychoval, vyvýšil, oni však pohrdli mnou.']",low
798,Matt 21:44,1,"['A kdo padne na ten kámen, rozrazí se; na koho však on padne, toho rozdrtí.“']",low
799,Rom 14:11,1,"['neboť psáno jest: „Živ jsem já, praví Hospodin, že přede mnou poklekne každé koleno a každý jazyk vyzná Boha.“']",low
800,Ezek 16:49,2,"['Hle tato byla byla nepravost Sodomy sestry tvé, pejcha, sytost chleba a hojnost, a zahálka její, a dcer jejich: a ruky nuznému a chudému nepodávali.']",low
801,John 15:4,3,"['Zůstaňte ve mně, a já ve vás. Jako ratolest nemůže nésti ovoce sama od sebe, nezůstane-li ve kmeni, tak ani vy, nezůstanete-li ve mně.', 'Zůstaňtež ve mně: a já v vás. Jakož ratolest nemůž nésti ovoce sama od sebe, nezůstane-li při kmenu: tak ani vy, jediné leč zůstanete ve mně.']",low
802,John 15:1,3,"['„Já jsem vinný kmen pravý a Otec můj jest vinař.', 'Já jsem ten vinný kmen pravý, a Otec můj vinař jest.']",low
803,Matt 13:46,1,"['Kterýž když nalezl jednu velmi drahou perlu, odšed, prodal všecko, což měl, a koupil ji.']",low
804,Matt 7:6,2,"['Nedávejte svatého psům, aniž mecte perel svých před svině, aťby snad nepotlačily jich nohama svýma, a obrátíce se, neroztrhaly vás.']",low
805,Gen 12:1,2,"['Řekl pak Pán k Abramovi: Vyjdi  z země své, a z příbuzenství svého, i z domu otce svého, a poď do země, kterouž ukáži tobě.']",low
806,Matt 5:9,4,"['Blahoslavení pokojní, neboť oni synové Boží slouti budou.']",low
807,Jas 1:17,3,"['Všeliké dání výborné, a každý dar dokonalý, z hůry jest; sstupující od Otce světel, u něhož není proměnění, ani (z) proměnění zastínění.', 'všecko dání dobré a každý dar dokonalý jest s hůry, sestupuje od Otce světel, u něhož není proměny, ani z obratu zastínění.']",low
808,1Cor 13:3,5,"['A kdybych rozdal na pokrmy chudých veškeren statek svůj a vydal své tělo k spálení, lásky však kdybych neměl, nic by mi to neprospělo.', 'Kdybych rozdal všecko své jmění a vydal své tělo, abych byl upálen, ale neměl lásky, nic mi to neprospívá.']",low
809,Luke 10:35,2,"['A druhého dne vyňav dva denáry dal je hospodskému a řekl: ,Měj o něj péči, a co nad to vynaložíš, já ti nahradím, až se budu vraceti.‘', 'Druhého dne pak vyňal dva denáry, dal je hostinskému a řekl: »Pečuj o něj, a co vynaložíš víc, já ti doplatím, až se budu vraceti.« - ']",low
810,Mark 8:17,4,['Poznal to a řekl jim: „Co uvažujete? Že nemáte chleba? Což ještě nechápete a nerozumíte? Máte zatvrzelé srdce. '],low
811,Luke 21:29,3,"['I pověděl jim podobenství: Patřte na fíkový strom, a na všecka stromoví:', 'I pověděl jim podobenství: „Patřte na fíkový strom a na všecko stromoví;']",low
812,Mark 7:34,4,"['a pohlédnuv k nebi, vzdechl a řekl jemu: „Efeta,“ to jest: „Otevři se.“']",low
813,Mark 7:35,1,"['A hned otevřely se uši jeho a rozvázal se svazek jazyka jeho, i mluvil správně.']",low
814,Luke 1:20,1,"['A aj, budeš němý, a nebudeš moci mluviti až do dne, v kterémž se tyto věci stanou, proto že jsi neuvěřil řečem mým, kteréž se naplní časem svým.']",low
815,Luke 1:64,1,['A hned se otevřela ústa jeho i jazyk jeho a mluvil velebě Boha.'],low
816,Luke 22:42,3,"['řka: „Otče, chceš-li, odejmi tento kalich ode mne, avšak ne má, nýbrž tvá vůle se staň.“']",low
817,Mark 14:36,1,"['a řekl: „Abba, Otče: všecko jest možné tobě, odejmi tento kalich ode mne: ale ne co já chci, nýbrž co ty.“']",low
818,John 10:13,2,"['Nájemník pak utíká, poněvadž jest nájemník a nezáleží mu na ovcích.', 'Nájemník pak utíká; nebo nájemník jest, a nemá péče o ovce.']",low
819,Jas 2:20,3,"['Ale chceš-liž věděti, ó člověče marný, že víra bez skutků jest mrtvá?']",low
820,Mark 9:41,1,"['„A kdo by pohoršil jednoho z maličkých těchto, kteří ve mne věří, tomu by bylo lépe, aby kámen mlýnský ovázán byl o hrdlo jeho, a on uvržen byl do moře.']",low
821,Matt 23:27,2,"['Běda vám zákoníci a fariseové, pokrytci, neboť podobáte se hrobům obíleným, které zevně se jeví (lidem) úhlednými, uvnitř však jsou plny kostí umrlčích a všeliké nečistoty.', 'Běda vám, vy pokrytečtí zákoníci a farizejové! Jste jako obílené hroby: zevně se zdají krásné, ale uvnitř jsou plné kostí mrtvých a všeliké nečistoty.']",low
